policy,seed,mode,previous_success,success,arm_match,lifted,first_lifted_arm,wrong_arm_lifted_ever,first_wrong_arm_lift_action,lift_m,dist_cmd_tcp,dist_other_tcp,video
vlact,500030,left,1,1,True,True,left,False,,0.050022006034851074,0.13331600337112504,0.43816217799201596,vlact/arm_select/arm_select_ep500030_1.mp4
vlact,500031,right,0,0,False,False,,False,,2.384185791015625e-07,0.20673975681093323,0.36961541397354625,vlact/arm_select/arm_select_ep500031_0.mp4
vlact,500032,left,1,1,True,True,left,False,,0.050099730491638184,0.1317992596517205,0.41921741208536795,vlact/arm_select/arm_select_ep500032_1.mp4
vlact,500033,right,0,0,True,False,,False,,0.0,0.14970007885128994,0.42593348430237915,vlact/arm_select/arm_select_ep500033_0.mp4
vlact,500034,left,1,1,True,True,left,False,,0.05007368326187134,0.13056462903573862,0.45105874905217214,vlact/arm_select/arm_select_ep500034_1.mp4
vlact,500035,right,0,0,False,False,left,True,74,-5.960464477539063e-08,0.46439381980638805,0.14316469025866485,vlact/arm_select/arm_select_ep500035_0.mp4
vlact,500036,left,1,1,True,True,left,False,,0.05006563663482666,0.14125109108071407,0.4095530276046376,vlact/arm_select/arm_select_ep500036_1.mp4
vlact,500037,right,1,1,True,True,right,False,,0.050048768520355225,0.13062977866752173,0.4505395163851177,vlact/arm_select/arm_select_ep500037_1.mp4
vlact,500038,left,1,1,True,True,left,False,,0.0500028133392334,0.12750405400831455,0.4104469519745106,vlact/arm_select/arm_select_ep500038_1.mp4
vlact,500039,right,1,1,True,True,right,False,,0.05018216371536255,0.13177911057095312,0.4126932417903075,vlact/arm_select/arm_select_ep500039_1.mp4
dm05,500000,left,1,1,True,True,left,False,,0.05005913972854614,0.13285781470516547,0.42931951789759587,dm05/arm_select/arm_select_ep500000_1.mp4
dm05,500001,right,1,1,True,True,right,False,,0.05003625154495239,0.13074620069258053,0.3963666223809402,dm05/arm_select/arm_select_ep500001_1.mp4
dm05,500002,left,0,0,True,False,,False,,0.0,0.17307801424468439,0.39848576165330507,dm05/arm_select/arm_select_ep500002_0.mp4
dm05,500003,right,0,0,True,False,,False,,1.1920928955078125e-07,0.190487163731962,0.49314448136775546,dm05/arm_select/arm_select_ep500003_0.mp4
dm05,500004,left,1,1,True,True,left,False,,0.050054967403411865,0.13126206248303127,0.4477399917639536,dm05/arm_select/arm_select_ep500004_1.mp4
dm05,500005,right,0,0,False,False,left,True,212,7.104873657226562e-05,0.37893541584485724,0.1809797000858136,dm05/arm_select/arm_select_ep500005_0.mp4
dm05,500006,left,0,0,False,False,,False,,2.384185791015625e-07,0.22487510460495216,0.39209770968079577,dm05/arm_select/arm_select_ep500006_0.mp4
dm05,500007,right,1,1,True,True,right,False,,0.05003565549850464,0.13165185650096708,0.4052790228251424,dm05/arm_select/arm_select_ep500007_1.mp4
dm05,500008,left,0,0,True,False,,False,,0.0,0.19275318218041246,0.41592210734224855,dm05/arm_select/arm_select_ep500008_0.mp4
dm05,500009,right,1,1,True,True,right,False,,0.0501134991645813,0.13088516094804822,0.40905349726925117,dm05/arm_select/arm_select_ep500009_1.mp4
dm05,500010,left,1,1,True,True,left,False,,0.050110578536987305,0.15617776778283254,0.42186884072665803,dm05/arm_select/arm_select_ep500010_1.mp4
