policy,seed,mode,previous_success,success,arm_match,lifted,first_lifted_arm,wrong_arm_lifted_ever,first_wrong_arm_lift_action,lift_m,dist_cmd_tcp,dist_other_tcp,video
dm05,500011,right,0,0,False,False,,False,,-1.1920928955078125e-07,0.37468530704548536,0.3917712195751452,dm05/arm_select/arm_select_ep500011_0.mp4
dm05,500012,left,0,0,False,False,,False,,-1.1920928955078125e-07,0.25422204148994837,0.4436186422308902,dm05/arm_select/arm_select_ep500012_0.mp4
dm05,500013,right,1,1,True,True,right,False,,0.050057172775268555,0.1304831944758838,0.40277664242447103,dm05/arm_select/arm_select_ep500013_1.mp4
dm05,500014,left,0,0,False,False,right,True,79,3.5762786865234375e-07,0.3280897504598778,0.24681879473216092,dm05/arm_select/arm_select_ep500014_0.mp4
dm05,500015,right,1,1,True,True,right,False,,0.05006831884384155,0.13064216290900288,0.4331564184940891,dm05/arm_select/arm_select_ep500015_1.mp4
dm05,500016,left,1,1,True,True,left,False,,0.05003553628921509,0.13528164027593234,0.42762751435532037,dm05/arm_select/arm_select_ep500016_1.mp4
dm05,500017,right,1,1,True,True,right,False,,0.050065696239471436,0.1330230783869813,0.3921054643214267,dm05/arm_select/arm_select_ep500017_1.mp4
dm05,500018,left,1,1,True,True,left,False,,0.05004948377609253,0.13091122894205826,0.42886150356811953,dm05/arm_select/arm_select_ep500018_1.mp4
dm05,500019,right,1,1,True,True,right,False,,0.05001801252365112,0.13214296531955103,0.41000772589390005,dm05/arm_select/arm_select_ep500019_1.mp4
dm05,500020,left,0,0,True,False,,False,,0.0,0.18961649239066355,0.39673771969187993,dm05/arm_select/arm_select_ep500020_0.mp4
dm05,500021,right,1,1,True,True,right,False,,0.05000978708267212,0.131089781724728,0.41009165971414124,dm05/arm_select/arm_select_ep500021_1.mp4
dm05,500022,left,1,1,True,True,left,False,,0.05001312494277954,0.13096795795459812,0.44340348588045875,dm05/arm_select/arm_select_ep500022_1.mp4
dm05,500023,right,1,1,True,True,right,False,,0.0500221848487854,0.0974058904454061,0.39866921783293313,dm05/arm_select/arm_select_ep500023_1.mp4
dm05,500024,left,1,1,True,True,left,False,,0.050038814544677734,0.1334629686386579,0.43452167566532796,dm05/arm_select/arm_select_ep500024_1.mp4
dm05,500025,right,1,1,True,True,right,False,,0.05006951093673706,0.13685086050735404,0.4014187289057236,dm05/arm_select/arm_select_ep500025_1.mp4
dm05,500026,left,0,0,False,False,,False,,5.960464477539063e-08,0.20471343712537649,0.6798697442365347,dm05/arm_select/arm_select_ep500026_0.mp4
dm05,500027,right,1,1,True,True,right,False,,0.05009573698043823,0.13055828172562348,0.4334889089404725,dm05/arm_select/arm_select_ep500027_1.mp4
dm05,500028,left,1,1,True,True,left,False,,0.050158798694610596,0.13075806385830216,0.43395599586042477,dm05/arm_select/arm_select_ep500028_1.mp4
dm05,500029,right,1,1,True,True,right,False,,0.050038695335388184,0.13128954544894547,0.3894275032249515,dm05/arm_select/arm_select_ep500029_1.mp4
dm05,500030,left,0,0,True,False,,False,,2.384185791015625e-07,0.16900103202244238,0.42815080381038567,dm05/arm_select/arm_select_ep500030_0.mp4
dm05,500031,right,1,1,True,True,right,False,,0.05004316568374634,0.13080426596042277,0.41575350579012055,dm05/arm_select/arm_select_ep500031_1.mp4
dm05,500032,left,0,0,False,False,,False,,-5.960464477539063e-08,0.2657603664689739,0.42602973400230326,dm05/arm_select/arm_select_ep500032_0.mp4
dm05,500033,right,1,1,True,True,right,False,,0.050035715103149414,0.13256949701349413,0.415032027925471,dm05/arm_select/arm_select_ep500033_1.mp4
dm05,500034,left,1,1,True,True,left,False,,0.05016571283340454,0.13098490949785668,0.45340603352697434,dm05/arm_select/arm_select_ep500034_1.mp4
dm05,500035,right,0,0,True,False,,False,,-1.1920928955078125e-07,0.18057859338767684,0.400181624752713,dm05/arm_select/arm_select_ep500035_0.mp4
dm05,500036,left,0,0,True,False,,False,,-6.556510925292969e-07,0.17160113602704338,0.3639573493688206,dm05/arm_select/arm_select_ep500036_0.mp4
dm05,500037,right,1,1,True,True,right,False,,0.05011928081512451,0.13090149052037295,0.40068068979503757,dm05/arm_select/arm_select_ep500037_1.mp4
dm05,500038,left,0,0,False,False,,False,,0.0,0.21235068205401783,0.3648951259095959,dm05/arm_select/arm_select_ep500038_0.mp4
dm05,500039,right,1,1,True,True,right,False,,0.05003458261489868,0.13078444274513196,0.4110100726959613,dm05/arm_select/arm_select_ep500039_1.mp4
hy_vla,500000,left,1,0,False,False,,False,,5.960464477539063e-08,0.20876165384163925,0.4831693010829949,hy_vla/arm_select/arm_select_ep500000_0.mp4
hy_vla,500001,right,0,0,False,False,,False,,2.384185791015625e-07,0.42039186171406256,0.20388892041305262,hy_vla/arm_select/arm_select_ep500001_0.mp4
hy_vla,500002,left,0,0,False,False,right,True,31,-1.1920928955078125e-07,0.3874876162836308,0.19884798413187355,hy_vla/arm_select/arm_select_ep500002_0.mp4
hy_vla,500003,right,1,1,True,True,right,False,,0.050013840198516846,0.13412866629416212,0.42960161898951016,hy_vla/arm_select/arm_select_ep500003_1.mp4
hy_vla,500004,left,1,1,True,True,left,False,,0.05021345615386963,0.1356884626210316,0.45044929639393616,hy_vla/arm_select/arm_select_ep500004_1.mp4
hy_vla,500005,right,0,0,False,False,left,True,31,1.1920928955078125e-07,0.5008331475036499,0.2301557356933356,hy_vla/arm_select/arm_select_ep500005_0.mp4
hy_vla,500006,left,0,0,False,False,right,True,143,0.0,0.3846435760731264,0.2395504518563095,hy_vla/arm_select/arm_select_ep500006_0.mp4
hy_vla,500007,right,1,0,False,False,,False,,-1.1920928955078125e-07,0.24957859954136066,0.5150985306691653,hy_vla/arm_select/arm_select_ep500007_0.mp4
hy_vla,500008,left,0,0,False,False,right,True,32,0.019269227981567383,0.378399025189105,0.14121254328069135,hy_vla/arm_select/arm_select_ep500008_0.mp4
hy_vla,500009,right,1,1,True,True,right,False,,0.05035078525543213,0.13333117816859713,0.42292566692031935,hy_vla/arm_select/arm_select_ep500009_1.mp4
hy_vla,500010,left,1,1,True,True,left,False,,0.05030059814453125,0.13610684231188075,0.44412477237672454,hy_vla/arm_select/arm_select_ep500010_1.mp4
hy_vla,500011,right,0,0,False,False,left,True,31,3.5762786865234375e-07,0.5274410942385545,0.17119085691603694,hy_vla/arm_select/arm_select_ep500011_0.mp4
hy_vla,500012,left,0,0,False,False,right,True,32,1.7881393432617188e-07,0.3794644784979574,0.22828269091331968,hy_vla/arm_select/arm_select_ep500012_0.mp4
hy_vla,500013,right,1,1,True,True,right,False,,0.050088465213775635,0.137316402308993,0.4133504434505332,hy_vla/arm_select/arm_select_ep500013_1.mp4
hy_vla,500014,left,0,0,False,False,right,True,31,4.172325134277344e-07,0.38108661338130606,0.2322322464624555,hy_vla/arm_select/arm_select_ep500014_0.mp4
hy_vla,500015,right,1,1,True,True,right,False,,0.050045013427734375,0.1331797030572081,0.433011716577855,hy_vla/arm_select/arm_select_ep500015_1.mp4
hy_vla,500016,left,1,1,True,True,left,False,,0.05007350444793701,0.13462993379091137,0.43821986391699863,hy_vla/arm_select/arm_select_ep500016_1.mp4
hy_vla,500017,right,0,0,False,False,left,True,31,6.872415542602539e-05,0.4153875383187443,0.181212399199591,hy_vla/arm_select/arm_select_ep500017_0.mp4
hy_vla,500018,left,0,0,False,False,right,True,33,0.0,0.3775307482420612,0.1950749388961628,hy_vla/arm_select/arm_select_ep500018_0.mp4
hy_vla,500019,right,1,1,True,True,right,False,,0.05014634132385254,0.13475589004659808,0.4191430584077267,hy_vla/arm_select/arm_select_ep500019_1.mp4
hy_vla,500020,left,0,0,False,False,right,True,32,0.0,0.38637960493020385,0.17637517916262066,hy_vla/arm_select/arm_select_ep500020_0.mp4
hy_vla,500021,right,1,1,True,True,right,False,,0.050232887268066406,0.13124229756886704,0.424750807259805,hy_vla/arm_select/arm_select_ep500021_1.mp4
hy_vla,500022,left,1,1,True,True,left,False,,0.05000495910644531,0.1349862511621108,0.4450504030853994,hy_vla/arm_select/arm_select_ep500022_1.mp4
hy_vla,500023,right,0,0,False,False,left,True,31,-5.960464477539063e-08,0.4892242580679141,0.17804167903065574,hy_vla/arm_select/arm_select_ep500023_0.mp4
hy_vla,500024,left,0,0,True,False,,False,,-1.1920928955078125e-07,0.19280021143952097,0.42712570819921813,hy_vla/arm_select/arm_select_ep500024_0.mp4
hy_vla,500025,right,0,0,False,False,,False,,1.1920928955078125e-07,0.3816184006691413,0.23348336829436583,hy_vla/arm_select/arm_select_ep500025_0.mp4
hy_vla,500026,left,0,0,False,False,right,True,32,2.384185791015625e-07,0.2894154264069467,0.43737926413740996,hy_vla/arm_select/arm_select_ep500026_0.mp4
hy_vla,500027,right,1,1,True,True,right,False,,0.050037503242492676,0.1341127869737792,0.4366889875009437,hy_vla/arm_select/arm_select_ep500027_1.mp4
hy_vla,500028,left,1,1,True,True,left,False,,0.0501980185508728,0.1365538913442336,0.4417476622467046,hy_vla/arm_select/arm_select_ep500028_1.mp4
hy_vla,500029,right,0,0,False,False,,False,,1.7881393432617188e-07,0.4923719331222545,0.2325708679141592,hy_vla/arm_select/arm_select_ep500029_0.mp4
hy_vla,500030,left,0,0,False,False,right,True,32,5.960464477539063e-08,0.38174546508142176,0.2268304646145542,hy_vla/arm_select/arm_select_ep500030_0.mp4
hy_vla,500031,right,1,1,True,True,right,False,,0.05023014545440674,0.13605521044421123,0.4142529173072143,hy_vla/arm_select/arm_select_ep500031_1.mp4
hy_vla,500032,left,0,0,False,False,right,True,33,0.0,0.3904080194417659,0.2406208961259302,hy_vla/arm_select/arm_select_ep500032_0.mp4
hy_vla,500033,right,1,1,True,True,right,False,,0.05023527145385742,0.13508922462126136,0.42517455185494585,hy_vla/arm_select/arm_select_ep500033_1.mp4
hy_vla,500034,left,1,1,True,True,left,False,,0.050373375415802,0.1336729943056027,0.453347582993192,hy_vla/arm_select/arm_select_ep500034_1.mp4
hy_vla,500035,right,0,0,False,False,left,True,31,4.172325134277344e-07,0.51848903933264,0.17566749523914624,hy_vla/arm_select/arm_select_ep500035_0.mp4
hy_vla,500036,left,0,0,True,False,right,True,32,5.960464477539063e-08,0.14739473313958829,0.5197157743744393,hy_vla/arm_select/arm_select_ep500036_0.mp4
hy_vla,500037,right,1,1,True,True,right,False,,0.05000507831573486,0.13635249133791869,0.4147367393370558,hy_vla/arm_select/arm_select_ep500037_1.mp4
hy_vla,500038,left,0,0,False,False,right,True,32,0.0,0.3728917471012275,0.20239328760599506,hy_vla/arm_select/arm_select_ep500038_0.mp4
hy_vla,500039,right,1,1,True,True,right,False,,0.05014955997467041,0.13349078812551224,0.4201452326752198,hy_vla/arm_select/arm_select_ep500039_1.mp4
