policy,seed,mode,previous_success,success,first_lifted,distractor_lifted_ever,first_distractor_lift_action,target_lift_m,distractor_lift_m,distractor_peak_lift_m,video
xvla,100000,color:red,0,1,target,False,,0.05011075735092163,0.0,0.0,xvla/attribute_select/attribute_select_ep100000_1.mp4
xvla,100001,color:blue,1,0,distractor,True,74,0.060000479221343994,0.0,0.08611845970153809,xvla/attribute_select/attribute_select_ep100001_0.mp4
xvla,100002,decal:cat,1,1,target,False,,0.05006939172744751,0.0,0.0,xvla/attribute_select/attribute_select_ep100002_1.mp4
xvla,100003,decal:dog,0,0,distractor,True,95,0.0,-1.1920928955078125e-07,0.08541595935821533,xvla/attribute_select/attribute_select_ep100003_0.mp4
xvla,100004,shape:block,0,0,distractor,True,93,0.0,-5.960464477539063e-08,0.0954141616821289,xvla/attribute_select/attribute_select_ep100004_0.mp4
xvla,100005,shape:bar,1,1,target,False,,0.050053536891937256,0.0,0.0,xvla/attribute_select/attribute_select_ep100005_1.mp4
xvla,100006,size:big,1,0,distractor,True,96,0.0,1.7881393432617188e-07,0.08836919069290161,xvla/attribute_select/attribute_select_ep100006_0.mp4
xvla,100007,size:small,1,1,target,False,,0.05008125305175781,0.0,0.0,xvla/attribute_select/attribute_select_ep100007_1.mp4
xvla,100008,color:red,1,1,target,False,,0.0501132607460022,0.0,0.0,xvla/attribute_select/attribute_select_ep100008_1.mp4
xvla,100009,color:blue,1,0,distractor,True,96,-1.1920928955078125e-07,-5.960464477539063e-08,0.09030210971832275,xvla/attribute_select/attribute_select_ep100009_0.mp4
xvla,100010,decal:cat,0,0,,False,,5.960464477539063e-08,0.0,0.0,xvla/attribute_select/attribute_select_ep100010_0.mp4
xvla,100011,decal:dog,0,0,,False,,0.0,-1.1920928955078125e-07,0.005198419094085693,xvla/attribute_select/attribute_select_ep100011_0.mp4
xvla,100012,shape:block,0,0,distractor,True,160,0.0,-5.960464477539062e-07,0.1068618893623352,xvla/attribute_select/attribute_select_ep100012_0.mp4
xvla,100013,shape:bar,0,0,,False,,-0.010999739170074463,0.0,0.0,xvla/attribute_select/attribute_select_ep100013_0.mp4
xvla,100014,size:big,0,0,distractor,True,95,0.0004950165748596191,-2.384185791015625e-07,0.09204041957855225,xvla/attribute_select/attribute_select_ep100014_0.mp4
xvla,100015,size:small,1,1,target,False,,0.050063371658325195,0.0,0.0,xvla/attribute_select/attribute_select_ep100015_1.mp4
xvla,100016,color:red,1,1,target,False,,0.05014467239379883,0.0,0.0,xvla/attribute_select/attribute_select_ep100016_1.mp4
xvla,100017,color:blue,1,0,distractor,True,96,5.960464477539063e-08,0.0,0.07961922883987427,xvla/attribute_select/attribute_select_ep100017_0.mp4
xvla,100018,decal:cat,0,0,,False,,-1.7881393432617188e-07,0.0,0.012479066848754883,xvla/attribute_select/attribute_select_ep100018_0.mp4
xvla,100019,decal:dog,0,0,,False,,2.980232238769531e-07,0.00026798248291015625,0.006361842155456543,xvla/attribute_select/attribute_select_ep100019_0.mp4
xvla,100020,shape:block,0,0,distractor,True,93,5.960464477539063e-08,0.13892602920532227,0.13892602920532227,xvla/attribute_select/attribute_select_ep100020_0.mp4
xvla,100021,shape:bar,1,1,target,False,,0.05007046461105347,0.0,0.0,xvla/attribute_select/attribute_select_ep100021_1.mp4
xvla,100022,size:big,0,0,distractor,True,95,0.0,1.7881393432617188e-07,0.08886808156967163,xvla/attribute_select/attribute_select_ep100022_0.mp4
xvla,100023,size:small,1,1,target,False,,0.05010896921157837,0.0,0.0,xvla/attribute_select/attribute_select_ep100023_1.mp4
xvla,100024,color:red,1,1,target,False,,0.05015295743942261,0.0,0.0,xvla/attribute_select/attribute_select_ep100024_1.mp4
xvla,100025,color:blue,1,0,distractor,True,96,-3.5762786865234375e-07,5.960464477539063e-08,0.08011555671691895,xvla/attribute_select/attribute_select_ep100025_0.mp4
xvla,100026,decal:cat,1,1,target,False,,0.05000525712966919,0.0,0.0,xvla/attribute_select/attribute_select_ep100026_1.mp4
xvla,100027,decal:dog,0,0,distractor,True,97,0.0,0.0,0.08160388469696045,xvla/attribute_select/attribute_select_ep100027_0.mp4
xvla,100028,shape:block,1,1,target,False,,0.05006372928619385,0.0,0.0,xvla/attribute_select/attribute_select_ep100028_1.mp4
xvla,100029,shape:bar,0,0,distractor,True,75,0.0,-5.960464477539063e-08,0.09377723932266235,xvla/attribute_select/attribute_select_ep100029_0.mp4
xvla,100030,size:big,0,0,distractor,True,68,4.76837158203125e-07,-3.5762786865234375e-07,0.09704548120498657,xvla/attribute_select/attribute_select_ep100030_0.mp4
xvla,100031,size:small,1,1,target,False,,0.050003111362457275,0.0,0.0,xvla/attribute_select/attribute_select_ep100031_1.mp4
xvla,100032,color:red,1,1,target,False,,0.05006515979766846,0.0,0.0,xvla/attribute_select/attribute_select_ep100032_1.mp4
xvla,100033,color:blue,1,0,distractor,True,106,5.960464477539063e-08,5.960464477539063e-08,0.08059662580490112,xvla/attribute_select/attribute_select_ep100033_0.mp4
xvla,100034,decal:cat,0,0,distractor,True,92,-1.7881393432617188e-07,0.14139395952224731,0.16242825984954834,xvla/attribute_select/attribute_select_ep100034_0.mp4
xvla,100035,decal:dog,1,1,target,False,,0.050006330013275146,-2.384185791015625e-07,0.0008757114410400391,xvla/attribute_select/attribute_select_ep100035_1.mp4
xvla,100036,shape:block,0,0,distractor,True,94,0.0,0.0,0.06164443492889404,xvla/attribute_select/attribute_select_ep100036_0.mp4
xvla,100037,shape:bar,1,1,target,False,,0.050111591815948486,0.0,0.0,xvla/attribute_select/attribute_select_ep100037_1.mp4
xvla,100038,size:big,0,0,distractor,True,96,0.0016646981239318848,1.1920928955078125e-07,0.08740502595901489,xvla/attribute_select/attribute_select_ep100038_0.mp4
xvla,100039,size:small,1,1,target,False,,0.05001586675643921,0.0,0.0,xvla/attribute_select/attribute_select_ep100039_1.mp4
xvla,100040,color:red,1,1,target,False,,0.05004209280014038,0.0,0.0,xvla/attribute_select/attribute_select_ep100040_1.mp4
xvla,100041,color:blue,1,0,distractor,True,77,-1.1920928955078125e-07,-5.960464477539063e-08,0.08992493152618408,xvla/attribute_select/attribute_select_ep100041_0.mp4
xvla,100042,decal:cat,0,0,distractor,True,96,1.1920928955078125e-07,-1.7881393432617188e-07,0.11317592859268188,xvla/attribute_select/attribute_select_ep100042_0.mp4
xvla,100043,decal:dog,1,1,target,False,,0.05006164312362671,-0.7399999741464853,0.01449441909790039,xvla/attribute_select/attribute_select_ep100043_1.mp4
xvla,100044,shape:block,1,1,target,False,,0.050190865993499756,0.046987295150756836,0.046987295150756836,xvla/attribute_select/attribute_select_ep100044_1.mp4
xvla,100045,shape:bar,1,1,target,False,,0.05007898807525635,0.0,0.0,xvla/attribute_select/attribute_select_ep100045_1.mp4
xvla,100046,size:big,0,0,distractor,True,97,1.1920928955078125e-06,1.7881393432617188e-07,0.08999931812286377,xvla/attribute_select/attribute_select_ep100046_0.mp4
xvla,100047,size:small,1,1,target,False,,0.05005931854248047,0.0,0.0,xvla/attribute_select/attribute_select_ep100047_1.mp4
xvla,100048,color:red,1,1,target,False,,0.05007857084274292,0.0,0.0,xvla/attribute_select/attribute_select_ep100048_1.mp4
xvla,100049,color:blue,0,0,distractor,True,70,0.0,-5.960464477539063e-08,0.08313208818435669,xvla/attribute_select/attribute_select_ep100049_0.mp4
xvla,100050,decal:cat,0,0,distractor,True,95,-0.7399997748434544,0.16288942098617554,0.1651461124420166,xvla/attribute_select/attribute_select_ep100050_0.mp4
xvla,100051,decal:dog,1,1,target,False,,0.0500788688659668,-0.7399998120963573,0.01664137840270996,xvla/attribute_select/attribute_select_ep100051_1.mp4
xvla,100052,shape:block,1,1,target,False,,0.05001485347747803,0.0,0.0,xvla/attribute_select/attribute_select_ep100052_1.mp4
xvla,100053,shape:bar,1,0,distractor,True,66,0.0,-1.1920928955078125e-07,0.08744966983795166,xvla/attribute_select/attribute_select_ep100053_0.mp4
xvla,100054,size:big,0,0,distractor,True,69,0.0,-2.980232238769531e-07,0.09931480884552002,xvla/attribute_select/attribute_select_ep100054_0.mp4
xvla,100055,size:small,1,1,target,False,,0.050001561641693115,0.0,0.0,xvla/attribute_select/attribute_select_ep100055_1.mp4
xvla,100064,color:red,1,1,target,False,,0.0500677227973938,0.0,0.0,xvla/attribute_select/attribute_select_ep100064_1.mp4
xvla,100065,color:blue,1,0,distractor,True,96,5.960464477539063e-08,1.1920928955078125e-07,0.08493000268936157,xvla/attribute_select/attribute_select_ep100065_0.mp4
xvla,100066,decal:cat,1,1,target,False,,0.05011183023452759,0.043386995792388916,0.043386995792388916,xvla/attribute_select/attribute_select_ep100066_1.mp4
xvla,100067,decal:dog,1,0,distractor,True,93,0.1146649718284607,0.0,0.11696130037307739,xvla/attribute_select/attribute_select_ep100067_0.mp4
xvla,100068,shape:block,0,0,,False,,0.0,0.0,0.032941341400146484,xvla/attribute_select/attribute_select_ep100068_0.mp4
xvla,100069,shape:bar,0,1,target,False,,0.05003845691680908,0.0,0.0,xvla/attribute_select/attribute_select_ep100069_1.mp4
xvla,100070,size:big,0,0,distractor,True,96,0.0,-5.364418029785156e-07,0.08586418628692627,xvla/attribute_select/attribute_select_ep100070_0.mp4
xvla,100071,size:small,1,1,target,False,,0.05013608932495117,0.0,0.0,xvla/attribute_select/attribute_select_ep100071_1.mp4
xvla,100072,color:red,0,1,target,False,,0.05001610517501831,0.0,0.0,xvla/attribute_select/attribute_select_ep100072_1.mp4
xvla,100073,color:blue,1,0,distractor,True,97,0.011369287967681885,0.0,0.07925665378570557,xvla/attribute_select/attribute_select_ep100073_0.mp4
xvla,100074,decal:cat,0,0,distractor,True,94,-5.960464477539063e-08,0.15474653244018555,0.16588729619979858,xvla/attribute_select/attribute_select_ep100074_0.mp4
xvla,100075,decal:dog,1,1,target,False,,0.05016058683395386,-1.7881393432617188e-07,0.0001665353775024414,xvla/attribute_select/attribute_select_ep100075_1.mp4
xvla,100076,shape:block,0,0,distractor,True,98,0.0,-6.556510925292969e-07,0.06474113464355469,xvla/attribute_select/attribute_select_ep100076_0.mp4
xvla,100077,shape:bar,1,1,target,False,,0.0500217080116272,0.0,0.0,xvla/attribute_select/attribute_select_ep100077_1.mp4
xvla,100078,size:big,1,0,distractor,True,96,0.0,0.06283318996429443,0.09265637397766113,xvla/attribute_select/attribute_select_ep100078_0.mp4
xvla,100079,size:small,1,1,target,False,,0.05012160539627075,0.0,0.0,xvla/attribute_select/attribute_select_ep100079_1.mp4
xvla,100080,color:red,1,1,target,False,,0.0500258207321167,0.0,0.0,xvla/attribute_select/attribute_select_ep100080_1.mp4
xvla,100081,color:blue,1,0,distractor,True,94,0.0,-1.7881393432617188e-07,0.08702874183654785,xvla/attribute_select/attribute_select_ep100081_0.mp4
xvla,100082,decal:cat,1,1,target,False,,0.050105512142181396,0.0,0.0,xvla/attribute_select/attribute_select_ep100082_1.mp4
xvla,100083,decal:dog,0,0,,False,,3.49879264831543e-05,-5.960464477539063e-08,0.013120770454406738,xvla/attribute_select/attribute_select_ep100083_0.mp4
xvla,100084,shape:block,0,0,distractor,True,94,0.050000667572021484,5.960464477539062e-07,0.0980520248413086,xvla/attribute_select/attribute_select_ep100084_0.mp4
xvla,100085,shape:bar,1,1,target,False,,0.05001628398895264,0.0,0.0,xvla/attribute_select/attribute_select_ep100085_1.mp4
xvla,100086,size:big,1,0,distractor,True,70,-1.7881393432617188e-07,-1.1920928955078125e-07,0.09741365909576416,xvla/attribute_select/attribute_select_ep100086_0.mp4
xvla,100087,size:small,1,1,target,False,,0.050103724002838135,0.0,0.0,xvla/attribute_select/attribute_select_ep100087_1.mp4
xvla,100088,color:red,1,0,distractor,True,221,-1.7881393432617188e-07,0.02242732048034668,0.08837652206420898,xvla/attribute_select/attribute_select_ep100088_0.mp4
xvla,100089,color:blue,1,0,distractor,True,92,0.0022804737091064453,-4.172325134277344e-07,0.09139257669448853,xvla/attribute_select/attribute_select_ep100089_0.mp4
xvla,100090,decal:cat,1,1,target,False,,0.050050318241119385,5.960464477539063e-08,0.012430727481842041,xvla/attribute_select/attribute_select_ep100090_1.mp4
xvla,100091,decal:dog,1,1,target,False,,0.050138771533966064,0.046211302280426025,0.046211302280426025,xvla/attribute_select/attribute_select_ep100091_1.mp4
xvla,100092,shape:block,0,0,distractor,True,93,0.0,0.0,0.0905185341835022,xvla/attribute_select/attribute_select_ep100092_0.mp4
xvla,100093,shape:bar,1,1,target,False,,0.05000483989715576,0.0,0.0,xvla/attribute_select/attribute_select_ep100093_1.mp4
xvla,100094,size:big,0,0,distractor,True,71,7.748603820800781e-07,-2.980232238769531e-07,0.09543925523757935,xvla/attribute_select/attribute_select_ep100094_0.mp4
xvla,100095,size:small,1,1,target,False,,0.05003887414932251,0.0,0.0,xvla/attribute_select/attribute_select_ep100095_1.mp4
xvla,100096,color:red,0,0,distractor,True,308,5.960464477539063e-08,0.2880958318710327,0.2880958318710327,xvla/attribute_select/attribute_select_ep100096_0.mp4
xvla,100097,color:blue,1,0,distractor,True,186,0.060067594051361084,0.00024265050888061523,0.08385568857192993,xvla/attribute_select/attribute_select_ep100097_0.mp4
xvla,100098,decal:cat,1,1,target,False,,0.05006253719329834,1.1920928955078125e-07,0.017694413661956787,xvla/attribute_select/attribute_select_ep100098_1.mp4
xvla,100099,decal:dog,1,0,distractor,True,95,-2.384185791015625e-07,1.1920928955078125e-07,0.1053890585899353,xvla/attribute_select/attribute_select_ep100099_0.mp4
xvla,100100,shape:block,1,1,target,False,,0.050137877464294434,0.0,0.0,xvla/attribute_select/attribute_select_ep100100_1.mp4
xvla,100101,shape:bar,0,0,distractor,True,77,5.960464477539063e-08,-1.7881393432617188e-07,0.09163600206375122,xvla/attribute_select/attribute_select_ep100101_0.mp4
xvla,100102,size:big,0,0,distractor,True,96,0.03744417428970337,4.76837158203125e-07,0.0960460901260376,xvla/attribute_select/attribute_select_ep100102_0.mp4
xvla,100103,size:small,1,1,target,False,,0.050032973289489746,0.0,0.0,xvla/attribute_select/attribute_select_ep100103_1.mp4
xvla,100104,color:red,1,1,target,False,,0.05000060796737671,0.0,0.0,xvla/attribute_select/attribute_select_ep100104_1.mp4
xvla,100105,color:blue,1,0,distractor,True,96,0.0,1.1920928955078125e-07,0.08446937799453735,xvla/attribute_select/attribute_select_ep100105_0.mp4
xvla,100106,decal:cat,1,1,target,False,,0.050060927867889404,0.049353063106536865,0.049353063106536865,xvla/attribute_select/attribute_select_ep100106_1.mp4
xvla,100107,decal:dog,1,0,distractor,True,94,-5.960464477539063e-08,5.960464477539063e-08,0.1155957579612732,xvla/attribute_select/attribute_select_ep100107_0.mp4
xvla,100108,shape:block,1,0,distractor,True,92,0.050119757652282715,7.933378219604492e-05,0.09914684295654297,xvla/attribute_select/attribute_select_ep100108_0.mp4
xvla,100109,shape:bar,1,1,target,False,,0.05001550912857056,0.0,0.0,xvla/attribute_select/attribute_select_ep100109_1.mp4
xvla,100110,size:big,0,0,distractor,True,95,0.0,0.0,0.08681023120880127,xvla/attribute_select/attribute_select_ep100110_0.mp4
xvla,100111,size:small,1,1,target,False,,0.050074756145477295,0.0,0.0,xvla/attribute_select/attribute_select_ep100111_1.mp4
xvla,100112,color:red,1,1,target,False,,0.050045549869537354,0.0,0.0,xvla/attribute_select/attribute_select_ep100112_1.mp4
xvla,100113,color:blue,0,0,distractor,True,98,-2.980232238769531e-07,1.5497207641601562e-06,0.07903546094894409,xvla/attribute_select/attribute_select_ep100113_0.mp4
xvla,100114,decal:cat,1,1,target,False,,0.050007760524749756,0.0,0.0,xvla/attribute_select/attribute_select_ep100114_1.mp4
xvla,100115,decal:dog,0,0,distractor,True,95,0.0,1.1920928955078125e-07,0.09282344579696655,xvla/attribute_select/attribute_select_ep100115_0.mp4
xvla,100116,shape:block,1,1,target,False,,0.05005735158920288,0.0,0.0,xvla/attribute_select/attribute_select_ep100116_1.mp4
xvla,100117,shape:bar,1,0,distractor,True,94,-1.1920928955078125e-07,1.7881393432617188e-07,0.08674675226211548,xvla/attribute_select/attribute_select_ep100117_0.mp4
xvla,100118,size:big,0,0,distractor,True,96,1.1920928955078125e-06,-1.1920928955078125e-07,0.09470880031585693,xvla/attribute_select/attribute_select_ep100118_0.mp4
xvla,100119,size:small,1,1,target,False,,0.05007559061050415,0.0,0.0,xvla/attribute_select/attribute_select_ep100119_1.mp4
xvla,100120,color:red,1,1,target,False,,0.050079286098480225,0.0,0.0,xvla/attribute_select/attribute_select_ep100120_1.mp4
xvla,100121,color:blue,0,0,distractor,True,98,2.384185791015625e-07,1.9073486328125e-06,0.08055371046066284,xvla/attribute_select/attribute_select_ep100121_0.mp4
xvla,100122,decal:cat,0,0,distractor,True,96,0.0,1.1920928955078125e-07,0.12035268545150757,xvla/attribute_select/attribute_select_ep100122_0.mp4
xvla,100123,decal:dog,1,1,target,False,,0.050029635429382324,-1.1920928955078125e-07,0.01441282033920288,xvla/attribute_select/attribute_select_ep100123_1.mp4
xvla,100124,shape:block,0,0,distractor,True,217,0.0,0.0,0.07921624183654785,xvla/attribute_select/attribute_select_ep100124_0.mp4
xvla,100125,shape:bar,1,0,,False,,0.0,0.0,0.0,xvla/attribute_select/attribute_select_ep100125_0.mp4
xvla,100126,size:big,0,0,distractor,True,95,0.0,-4.172325134277344e-07,0.08626264333724976,xvla/attribute_select/attribute_select_ep100126_0.mp4
xvla,100127,size:small,1,1,target,False,,0.050115346908569336,0.0,0.0,xvla/attribute_select/attribute_select_ep100127_1.mp4
xvla,100128,color:red,1,1,target,False,,0.0501248836517334,0.0,0.0,xvla/attribute_select/attribute_select_ep100128_1.mp4
xvla,100129,color:blue,1,0,distractor,True,91,1.1920928955078125e-07,-1.7881393432617188e-07,0.08882570266723633,xvla/attribute_select/attribute_select_ep100129_0.mp4
xvla,100130,decal:cat,1,1,target,False,,0.050012171268463135,0.0,0.0,xvla/attribute_select/attribute_select_ep100130_1.mp4
xvla,100131,decal:dog,0,0,distractor,True,96,0.0,5.960464477539063e-08,0.07960516214370728,xvla/attribute_select/attribute_select_ep100131_0.mp4
xvla,100132,shape:block,0,0,distractor,True,104,0.0,0.0,0.0960853099822998,xvla/attribute_select/attribute_select_ep100132_0.mp4
xvla,100133,shape:bar,0,0,,False,,0.0,4.172325134277344e-07,0.01654517650604248,xvla/attribute_select/attribute_select_ep100133_0.mp4
xvla,100134,size:big,1,0,distractor,True,97,0.013949334621429443,-1.1920928955078125e-07,0.09248441457748413,xvla/attribute_select/attribute_select_ep100134_0.mp4
xvla,100135,size:small,1,1,target,False,,0.05000394582748413,0.0,0.0,xvla/attribute_select/attribute_select_ep100135_1.mp4
xvla,100144,color:red,1,0,,False,,1.1920928955078125e-07,0.0,0.0,xvla/attribute_select/attribute_select_ep100144_0.mp4
xvla,100145,color:blue,1,0,distractor,True,96,1.1920928955078125e-07,0.0,0.08267587423324585,xvla/attribute_select/attribute_select_ep100145_0.mp4
xvla,100146,decal:cat,1,1,target,False,,0.05012291669845581,5.960464477539063e-08,0.013843834400177002,xvla/attribute_select/attribute_select_ep100146_1.mp4
xvla,100147,decal:dog,1,0,distractor,True,95,-1.7881393432617188e-07,0.12789690494537354,0.14918720722198486,xvla/attribute_select/attribute_select_ep100147_0.mp4
xvla,100148,shape:block,1,1,target,False,,0.05012202262878418,0.0,0.0,xvla/attribute_select/attribute_select_ep100148_1.mp4
xvla,100149,shape:bar,0,0,distractor,True,66,-0.010999739170074463,0.0,0.08805352449417114,xvla/attribute_select/attribute_select_ep100149_0.mp4
xvla,100150,size:big,0,0,distractor,True,77,5.364418029785156e-07,0.0,0.1026948094367981,xvla/attribute_select/attribute_select_ep100150_0.mp4
xvla,100151,size:small,1,1,target,False,,0.05002862215042114,0.0,0.0,xvla/attribute_select/attribute_select_ep100151_1.mp4
xvla,100152,color:red,0,0,,False,,5.960464477539063e-08,0.0,0.0,xvla/attribute_select/attribute_select_ep100152_0.mp4
xvla,100153,color:blue,0,0,,False,,-1.7881393432617188e-07,5.960464477539063e-08,0.013158142566680908,xvla/attribute_select/attribute_select_ep100153_0.mp4
xvla,100154,decal:cat,1,1,target,False,,0.05001664161682129,0.0,0.0,xvla/attribute_select/attribute_select_ep100154_1.mp4
xvla,100155,decal:dog,0,0,distractor,True,96,0.0,2.980232238769531e-07,0.08352416753768921,xvla/attribute_select/attribute_select_ep100155_0.mp4
xvla,100156,shape:block,1,1,target,False,,0.050039052963256836,0.045181214809417725,0.045181214809417725,xvla/attribute_select/attribute_select_ep100156_1.mp4
xvla,100157,shape:bar,1,1,target,False,,0.050026774406433105,0.0,0.0,xvla/attribute_select/attribute_select_ep100157_1.mp4
xvla,100158,size:big,1,0,distractor,True,70,5.960464477539063e-08,5.960464477539063e-08,0.10357916355133057,xvla/attribute_select/attribute_select_ep100158_0.mp4
xvla,100159,size:small,1,1,target,False,,0.05010044574737549,0.0,0.0,xvla/attribute_select/attribute_select_ep100159_1.mp4
xvla,100160,color:red,0,1,target,False,,0.0500490665435791,0.0,0.0,xvla/attribute_select/attribute_select_ep100160_1.mp4
xvla,100161,color:blue,1,0,distractor,True,70,0.06061136722564697,0.00027436017990112305,0.08553451299667358,xvla/attribute_select/attribute_select_ep100161_0.mp4
xvla,100162,decal:cat,1,1,target,False,,0.05005568265914917,0.0,0.0,xvla/attribute_select/attribute_select_ep100162_1.mp4
xvla,100163,decal:dog,0,0,distractor,True,96,0.0,1.7881393432617188e-07,0.07775753736495972,xvla/attribute_select/attribute_select_ep100163_0.mp4
xvla,100164,shape:block,0,0,distractor,True,99,0.0,-6.556510925292969e-07,0.09807038307189941,xvla/attribute_select/attribute_select_ep100164_0.mp4
xvla,100165,shape:bar,0,0,distractor,True,366,-5.960464477539063e-08,0.06157416105270386,0.09614372253417969,xvla/attribute_select/attribute_select_ep100165_0.mp4
xvla,100166,size:big,0,0,distractor,True,95,0.0,0.0,0.09504377841949463,xvla/attribute_select/attribute_select_ep100166_0.mp4
xvla,100167,size:small,1,1,target,False,,0.050001323223114014,0.0,0.0,xvla/attribute_select/attribute_select_ep100167_1.mp4
xvla,100168,color:red,1,1,target,False,,0.050100624561309814,0.0,0.0,xvla/attribute_select/attribute_select_ep100168_1.mp4
xvla,100169,color:blue,1,0,distractor,True,95,-1.7881393432617188e-07,-1.1920928955078125e-07,0.08950275182723999,xvla/attribute_select/attribute_select_ep100169_0.mp4
xvla,100170,decal:cat,1,1,target,False,,0.05014735460281372,2.384185791015625e-07,0.0022693872451782227,xvla/attribute_select/attribute_select_ep100170_1.mp4
xvla,100171,decal:dog,1,1,target,False,,0.05002659559249878,0.0,0.013751626014709473,xvla/attribute_select/attribute_select_ep100171_1.mp4
xvla,100172,shape:block,0,0,,False,,0.0,-0.011000096797943115,0.029018700122833252,xvla/attribute_select/attribute_select_ep100172_0.mp4
xvla,100173,shape:bar,0,0,,False,,0.0,0.0,0.0,xvla/attribute_select/attribute_select_ep100173_0.mp4
xvla,100174,size:big,0,0,distractor,True,77,0.0,2.384185791015625e-07,0.09854215383529663,xvla/attribute_select/attribute_select_ep100174_0.mp4
xvla,100175,size:small,1,1,target,False,,0.05000638961791992,0.0,0.0,xvla/attribute_select/attribute_select_ep100175_1.mp4
lingbot_va,100000,color:red,1,1,target,False,,0.050024569034576416,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100000_1.mp4
lingbot_va,100001,color:blue,1,1,target,False,,0.050024211406707764,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100001_1.mp4
lingbot_va,100002,decal:cat,1,1,target,False,,0.05009692907333374,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100002_1.mp4
lingbot_va,100003,decal:dog,1,0,distractor,True,79,-1.7881393432617188e-07,-1.7881393432617188e-07,0.13364315032958984,lingbot_va/attribute_select/attribute_select_ep100003_0.mp4
lingbot_va,100004,shape:block,1,1,target,False,,0.05007439851760864,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100004_1.mp4
lingbot_va,100005,shape:bar,0,0,distractor,True,227,0.08478891849517822,0.0,0.09803152084350586,lingbot_va/attribute_select/attribute_select_ep100005_0.mp4
lingbot_va,100006,size:big,1,0,distractor,True,81,1.1920928955078125e-06,2.384185791015625e-07,0.08898848295211792,lingbot_va/attribute_select/attribute_select_ep100006_0.mp4
lingbot_va,100007,size:small,1,1,target,False,,0.050068199634552,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100007_1.mp4
lingbot_va,100008,color:red,1,1,target,False,,0.05001479387283325,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100008_1.mp4
lingbot_va,100009,color:blue,1,1,target,False,,0.05003863573074341,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100009_1.mp4
lingbot_va,100010,decal:cat,0,0,distractor,True,81,-1.7881393432617188e-07,5.960464477539063e-08,0.09299474954605103,lingbot_va/attribute_select/attribute_select_ep100010_0.mp4
lingbot_va,100011,decal:dog,1,1,target,False,,0.050003230571746826,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100011_1.mp4
lingbot_va,100012,shape:block,1,1,target,False,,0.05002039670944214,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100012_1.mp4
lingbot_va,100013,shape:bar,1,1,target,False,,0.05004531145095825,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100013_1.mp4
lingbot_va,100014,size:big,0,0,distractor,True,80,4.76837158203125e-07,5.960464477539063e-08,0.08888113498687744,lingbot_va/attribute_select/attribute_select_ep100014_0.mp4
lingbot_va,100015,size:small,1,1,target,False,,0.05003553628921509,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100015_1.mp4
lingbot_va,100016,color:red,1,1,target,False,,0.05014514923095703,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100016_1.mp4
lingbot_va,100017,color:blue,1,1,target,False,,0.05000782012939453,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100017_1.mp4
lingbot_va,100018,decal:cat,1,1,target,False,,0.05005359649658203,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100018_1.mp4
lingbot_va,100019,decal:dog,1,1,target,False,,0.0501742959022522,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100019_1.mp4
lingbot_va,100020,shape:block,1,1,target,False,,0.05010247230529785,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100020_1.mp4
lingbot_va,100021,shape:bar,1,0,distractor,True,80,0.0,0.0004655122756958008,0.09963607788085938,lingbot_va/attribute_select/attribute_select_ep100021_0.mp4
lingbot_va,100022,size:big,1,0,distractor,True,81,0.08068174123764038,0.0,0.08732718229293823,lingbot_va/attribute_select/attribute_select_ep100022_0.mp4
lingbot_va,100023,size:small,1,1,target,False,,0.05004078149795532,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100023_1.mp4
lingbot_va,100024,color:red,1,1,target,False,,0.05006289482116699,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100024_1.mp4
lingbot_va,100025,color:blue,1,1,target,False,,0.050048887729644775,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100025_1.mp4
lingbot_va,100026,decal:cat,1,1,target,False,,0.05000823736190796,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100026_1.mp4
lingbot_va,100027,decal:dog,0,0,distractor,True,81,-2.384185791015625e-07,0.07157105207443237,0.10161370038986206,lingbot_va/attribute_select/attribute_select_ep100027_0.mp4
lingbot_va,100028,shape:block,1,1,target,False,,0.05015760660171509,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100028_1.mp4
lingbot_va,100029,shape:bar,1,1,target,False,,0.05007588863372803,0.0,0.0,lingbot_va/attribute_select/attribute_select_ep100029_1.mp4
