policy,seed,mode,previous_success,success,first_lifted,distractor_lifted_ever,first_distractor_lift_action,target_lift_m,distractor_lift_m,distractor_peak_lift_m,video
hy_vla,100046,size:big,1,0,distractor,True,31,5.960464477539063e-08,-2.980232238769531e-07,0.09132415056228638,hy_vla/attribute_select/attribute_select_ep100046_0.mp4
hy_vla,100047,size:small,1,1,target,False,,0.05026000738143921,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100047_1.mp4
hy_vla,100048,color:red,1,1,target,False,,0.05010545253753662,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100048_1.mp4
hy_vla,100049,color:blue,1,0,distractor,True,31,0.060002148151397705,2.980232238769531e-07,0.08258652687072754,hy_vla/attribute_select/attribute_select_ep100049_0.mp4
hy_vla,100050,decal:cat,1,1,target,False,,0.05033320188522339,5.960464477539063e-08,0.012821316719055176,hy_vla/attribute_select/attribute_select_ep100050_1.mp4
hy_vla,100051,decal:dog,0,0,distractor,True,31,-1.7881393432617188e-07,2.384185791015625e-07,0.0976266860961914,hy_vla/attribute_select/attribute_select_ep100051_0.mp4
hy_vla,100052,shape:block,1,0,distractor,True,32,0.07865029573440552,-5.960464477539062e-07,0.09221678972244263,hy_vla/attribute_select/attribute_select_ep100052_0.mp4
hy_vla,100053,shape:bar,1,1,target,False,,0.05025005340576172,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100053_1.mp4
hy_vla,100054,size:big,1,0,distractor,True,31,0.0006290674209594727,-2.384185791015625e-07,0.09181433916091919,hy_vla/attribute_select/attribute_select_ep100054_0.mp4
hy_vla,100055,size:small,1,1,target,False,,0.05036365985870361,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100055_1.mp4
hy_vla,100064,color:red,1,1,target,False,,0.05022925138473511,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100064_1.mp4
hy_vla,100065,color:blue,1,0,distractor,True,31,0.09225022792816162,2.384185791015625e-07,0.07433164119720459,hy_vla/attribute_select/attribute_select_ep100065_0.mp4
hy_vla,100066,decal:cat,0,0,,False,,-0.002249300479888916,-5.960464477539063e-08,0.019298255443572998,hy_vla/attribute_select/attribute_select_ep100066_0.mp4
hy_vla,100067,decal:dog,1,1,target,False,,0.05025649070739746,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100067_1.mp4
hy_vla,100068,shape:block,0,0,distractor,True,32,0.0,5.960464477539063e-08,0.09471416473388672,hy_vla/attribute_select/attribute_select_ep100068_0.mp4
hy_vla,100069,shape:bar,1,1,target,False,,0.050144314765930176,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100069_1.mp4
hy_vla,100070,size:big,1,0,distractor,True,31,5.960464477539063e-08,-1.7881393432617188e-07,0.0880478024482727,hy_vla/attribute_select/attribute_select_ep100070_0.mp4
hy_vla,100071,size:small,1,1,target,False,,0.05004239082336426,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100071_1.mp4
hy_vla,100072,color:red,1,1,target,False,,0.05026727914810181,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100072_1.mp4
hy_vla,100073,color:blue,0,0,distractor,True,31,1.1920928955078125e-07,5.960464477539063e-08,0.07498633861541748,hy_vla/attribute_select/attribute_select_ep100073_0.mp4
hy_vla,100074,decal:cat,1,0,distractor,True,31,-1.1920928955078125e-07,-1.7881393432617188e-07,0.08339637517929077,hy_vla/attribute_select/attribute_select_ep100074_0.mp4
hy_vla,100075,decal:dog,1,1,target,False,,0.05022209882736206,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100075_1.mp4
hy_vla,100076,shape:block,1,0,distractor,True,32,0.0,-6.556510925292969e-07,0.10060793161392212,hy_vla/attribute_select/attribute_select_ep100076_0.mp4
hy_vla,100077,shape:bar,1,1,target,False,,0.050143659114837646,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100077_1.mp4
hy_vla,100078,size:big,1,0,distractor,True,31,4.172325134277344e-07,-4.172325134277344e-07,0.08636295795440674,hy_vla/attribute_select/attribute_select_ep100078_0.mp4
hy_vla,100079,size:small,1,1,target,False,,0.050077617168426514,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100079_1.mp4
hy_vla,100080,color:red,1,1,target,False,,0.050050199031829834,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100080_1.mp4
hy_vla,100081,color:blue,1,0,distractor,True,31,0.07542669773101807,1.1920928955078125e-07,0.08638119697570801,hy_vla/attribute_select/attribute_select_ep100081_0.mp4
hy_vla,100082,decal:cat,1,1,target,False,,0.05017209053039551,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100082_1.mp4
hy_vla,100083,decal:dog,1,0,distractor,True,31,0.0,-5.960464477539063e-08,0.08479458093643188,hy_vla/attribute_select/attribute_select_ep100083_0.mp4
hy_vla,100084,shape:block,1,1,target,False,,0.050101637840270996,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100084_1.mp4
hy_vla,100085,shape:bar,1,1,target,False,,0.05001765489578247,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100085_1.mp4
hy_vla,100086,size:big,1,0,distractor,True,31,-5.960464477539063e-08,-4.172325134277344e-07,0.09110373258590698,hy_vla/attribute_select/attribute_select_ep100086_0.mp4
hy_vla,100087,size:small,1,1,target,False,,0.05010998249053955,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100087_1.mp4
hy_vla,100088,color:red,1,1,target,False,,0.050011396408081055,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100088_1.mp4
hy_vla,100089,color:blue,1,0,distractor,True,32,0.012101173400878906,0.0,0.08585494756698608,hy_vla/attribute_select/attribute_select_ep100089_0.mp4
hy_vla,100090,decal:cat,1,1,target,False,,0.05030721426010132,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100090_1.mp4
hy_vla,100091,decal:dog,1,0,distractor,True,31,0.0,-2.384185791015625e-07,0.07398706674575806,hy_vla/attribute_select/attribute_select_ep100091_0.mp4
hy_vla,100092,shape:block,1,0,distractor,True,32,0.0,-6.556510925292969e-07,0.08837080001831055,hy_vla/attribute_select/attribute_select_ep100092_0.mp4
hy_vla,100093,shape:bar,1,1,target,False,,0.05003386735916138,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100093_1.mp4
hy_vla,100094,size:big,1,0,distractor,True,31,0.0019753575325012207,-1.7881393432617188e-07,0.09058982133865356,hy_vla/attribute_select/attribute_select_ep100094_0.mp4
hy_vla,100095,size:small,1,1,target,False,,0.05026823282241821,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100095_1.mp4
hy_vla,100096,color:red,1,1,target,False,,0.05018991231918335,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100096_1.mp4
hy_vla,100097,color:blue,0,0,distractor,True,31,-0.0018019676208496094,0.0,0.078471839427948,hy_vla/attribute_select/attribute_select_ep100097_0.mp4
hy_vla,100098,decal:cat,1,1,target,False,,0.050143659114837646,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100098_1.mp4
hy_vla,100099,decal:dog,1,0,distractor,True,31,0.002259969711303711,-5.960464477539063e-08,0.08691859245300293,hy_vla/attribute_select/attribute_select_ep100099_0.mp4
hy_vla,100100,shape:block,1,0,distractor,True,32,0.0,5.960464477539063e-08,0.0967831015586853,hy_vla/attribute_select/attribute_select_ep100100_0.mp4
hy_vla,100101,shape:bar,1,1,target,False,,0.05005979537963867,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100101_1.mp4
hy_vla,100102,size:big,1,0,distractor,True,31,1.1920928955078125e-07,3.5762786865234375e-07,0.08995527029037476,hy_vla/attribute_select/attribute_select_ep100102_0.mp4
hy_vla,100103,size:small,1,1,target,False,,0.05016648769378662,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100103_1.mp4
hy_vla,100104,color:red,1,1,target,False,,0.05033421516418457,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100104_1.mp4
hy_vla,100105,color:blue,1,0,distractor,True,31,0.09303086996078491,0.0,0.07173609733581543,hy_vla/attribute_select/attribute_select_ep100105_0.mp4
hy_vla,100106,decal:cat,1,0,distractor,True,31,-5.960464477539063e-08,-2.384185791015625e-07,0.08089804649353027,hy_vla/attribute_select/attribute_select_ep100106_0.mp4
hy_vla,100107,decal:dog,1,1,target,False,,0.0503007173538208,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100107_1.mp4
hy_vla,100108,shape:block,0,0,distractor,True,31,5.960464477539063e-08,5.960464477539063e-08,0.09482544660568237,hy_vla/attribute_select/attribute_select_ep100108_0.mp4
hy_vla,100109,shape:bar,1,1,target,False,,0.05010557174682617,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100109_1.mp4
hy_vla,100110,size:big,1,0,distractor,True,31,0.0,-2.980232238769531e-07,0.08636313676834106,hy_vla/attribute_select/attribute_select_ep100110_0.mp4
hy_vla,100111,size:small,1,1,target,False,,0.05033230781555176,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100111_1.mp4
hy_vla,100112,color:red,1,1,target,False,,0.05022251605987549,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100112_1.mp4
hy_vla,100113,color:blue,1,0,distractor,True,31,0.10195749998092651,1.1920928955078125e-07,0.07325929403305054,hy_vla/attribute_select/attribute_select_ep100113_0.mp4
hy_vla,100114,decal:cat,1,1,target,False,,0.05033940076828003,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100114_1.mp4
hy_vla,100115,decal:dog,1,0,distractor,True,31,-4.172325134277344e-07,3.5762786865234375e-07,0.08293569087982178,hy_vla/attribute_select/attribute_select_ep100115_0.mp4
hy_vla,100116,shape:block,1,0,distractor,True,32,0.0,-0.011000216007232666,0.08767527341842651,hy_vla/attribute_select/attribute_select_ep100116_0.mp4
hy_vla,100117,shape:bar,1,1,target,False,,0.05022132396697998,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100117_1.mp4
hy_vla,100118,size:big,1,0,distractor,True,31,1.3113021850585938e-06,-5.960464477539063e-08,0.08761841058731079,hy_vla/attribute_select/attribute_select_ep100118_0.mp4
hy_vla,100119,size:small,1,1,target,False,,0.05016118288040161,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100119_1.mp4
hy_vla,100120,color:red,1,1,target,False,,0.05013930797576904,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100120_1.mp4
hy_vla,100121,color:blue,1,0,distractor,True,31,1.7881393432617188e-07,-2.980232238769531e-07,0.07654398679733276,hy_vla/attribute_select/attribute_select_ep100121_0.mp4
hy_vla,100122,decal:cat,1,0,distractor,True,31,0.007823348045349121,-5.960464477539063e-08,0.0829196572303772,hy_vla/attribute_select/attribute_select_ep100122_0.mp4
hy_vla,100123,decal:dog,1,1,target,False,,0.05018872022628784,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100123_1.mp4
hy_vla,100124,shape:block,1,0,distractor,True,31,1.1920928955078125e-07,-0.010999739170074463,0.08926153182983398,hy_vla/attribute_select/attribute_select_ep100124_0.mp4
hy_vla,100125,shape:bar,1,1,target,False,,0.050024330615997314,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100125_1.mp4
hy_vla,100126,size:big,1,0,distractor,True,31,0.0,-2.980232238769531e-07,0.08888393640518188,hy_vla/attribute_select/attribute_select_ep100126_0.mp4
hy_vla,100127,size:small,1,1,target,False,,0.05006539821624756,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100127_1.mp4
hy_vla,100128,color:red,1,1,target,False,,0.050270020961761475,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100128_1.mp4
hy_vla,100129,color:blue,1,0,distractor,True,31,0.0599973201751709,-5.364418029785156e-07,0.08346563577651978,hy_vla/attribute_select/attribute_select_ep100129_0.mp4
hy_vla,100130,decal:cat,1,1,target,False,,0.05024099349975586,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100130_1.mp4
hy_vla,100131,decal:dog,1,0,distractor,True,31,0.00518953800201416,-1.1920928955078125e-07,0.07897454500198364,hy_vla/attribute_select/attribute_select_ep100131_0.mp4
hy_vla,100132,shape:block,0,0,distractor,True,32,0.0,-0.01100015640258789,0.0946992039680481,hy_vla/attribute_select/attribute_select_ep100132_0.mp4
hy_vla,100133,shape:bar,1,1,target,False,,0.05018073320388794,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100133_1.mp4
hy_vla,100134,size:big,1,0,distractor,True,31,8.344650268554688e-07,0.0,0.08698230981826782,hy_vla/attribute_select/attribute_select_ep100134_0.mp4
hy_vla,100135,size:small,1,1,target,False,,0.05002617835998535,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100135_1.mp4
hy_vla,100144,color:red,1,1,target,False,,0.0500187873840332,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100144_1.mp4
hy_vla,100145,color:blue,1,0,distractor,True,31,0.06000173091888428,2.5033950805664062e-06,0.0785403847694397,hy_vla/attribute_select/attribute_select_ep100145_0.mp4
hy_vla,100146,decal:cat,0,0,distractor,True,31,0.0,-5.960464477539063e-08,0.08952486515045166,hy_vla/attribute_select/attribute_select_ep100146_0.mp4
hy_vla,100147,decal:dog,1,1,target,False,,0.05001676082611084,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100147_1.mp4
hy_vla,100148,shape:block,1,0,distractor,True,32,-5.960464477539063e-08,5.960464477539063e-08,0.0935056209564209,hy_vla/attribute_select/attribute_select_ep100148_0.mp4
hy_vla,100149,shape:bar,1,1,target,False,,0.05006968975067139,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100149_1.mp4
hy_vla,100150,size:big,0,0,distractor,True,31,-0.5400418043136597,5.960464477539063e-08,0.09482401609420776,hy_vla/attribute_select/attribute_select_ep100150_0.mp4
hy_vla,100151,size:small,1,1,target,False,,0.05022311210632324,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100151_1.mp4
hy_vla,100152,color:red,1,1,target,False,,0.05000048875808716,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100152_1.mp4
hy_vla,100153,color:blue,0,0,distractor,True,31,-1.1920928955078125e-07,0.06920349597930908,0.08333653211593628,hy_vla/attribute_select/attribute_select_ep100153_0.mp4
hy_vla,100154,decal:cat,1,1,target,False,,0.05021238327026367,0.0017191171646118164,0.017366528511047363,hy_vla/attribute_select/attribute_select_ep100154_1.mp4
hy_vla,100155,decal:dog,1,1,target,False,,0.05027800798416138,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100155_1.mp4
hy_vla,100156,shape:block,1,1,target,False,,0.050234973430633545,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100156_1.mp4
hy_vla,100157,shape:bar,1,0,distractor,True,32,-5.960464477539062e-07,0.0,0.07784461975097656,hy_vla/attribute_select/attribute_select_ep100157_0.mp4
hy_vla,100158,size:big,1,0,distractor,True,31,5.960464477539063e-08,-3.5762786865234375e-07,0.093228280544281,hy_vla/attribute_select/attribute_select_ep100158_0.mp4
hy_vla,100159,size:small,1,1,target,False,,0.05031871795654297,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100159_1.mp4
hy_vla,100160,color:red,1,1,target,False,,0.05028843879699707,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100160_1.mp4
hy_vla,100161,color:blue,0,0,distractor,True,31,-1.1920928955078125e-07,0.06872713565826416,0.08612197637557983,hy_vla/attribute_select/attribute_select_ep100161_0.mp4
hy_vla,100162,decal:cat,1,1,target,False,,0.0500606894493103,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100162_1.mp4
hy_vla,100163,decal:dog,1,0,distractor,True,31,-1.7881393432617188e-07,1.7881393432617188e-07,0.07734376192092896,hy_vla/attribute_select/attribute_select_ep100163_0.mp4
hy_vla,100164,shape:block,0,0,distractor,True,32,0.02961552143096924,-5.960464477539063e-08,0.09330534934997559,hy_vla/attribute_select/attribute_select_ep100164_0.mp4
hy_vla,100165,shape:bar,1,1,target,False,,0.05015861988067627,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100165_1.mp4
hy_vla,100166,size:big,1,0,distractor,True,31,-4.76837158203125e-07,-1.1920928955078125e-07,0.08724737167358398,hy_vla/attribute_select/attribute_select_ep100166_0.mp4
hy_vla,100167,size:small,1,1,target,False,,0.050200819969177246,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100167_1.mp4
hy_vla,100168,color:red,1,1,target,False,,0.050128161907196045,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100168_1.mp4
hy_vla,100169,color:blue,1,0,distractor,True,31,0.06053650379180908,5.960464477539062e-07,0.08065038919448853,hy_vla/attribute_select/attribute_select_ep100169_0.mp4
hy_vla,100170,decal:cat,1,0,distractor,True,31,0.0,-1.1920928955078125e-07,0.0884554386138916,hy_vla/attribute_select/attribute_select_ep100170_0.mp4
hy_vla,100171,decal:dog,1,1,target,False,,0.050070762634277344,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100171_1.mp4
hy_vla,100172,shape:block,0,0,distractor,True,31,0.0,0.0993533730506897,0.0993533730506897,hy_vla/attribute_select/attribute_select_ep100172_0.mp4
hy_vla,100173,shape:bar,1,1,target,False,,0.050069570541381836,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100173_1.mp4
hy_vla,100174,size:big,1,0,distractor,True,32,-5.960464477539062e-07,2.384185791015625e-07,0.09084349870681763,hy_vla/attribute_select/attribute_select_ep100174_0.mp4
hy_vla,100175,size:small,1,1,target,False,,0.050025880336761475,0.0,0.0,hy_vla/attribute_select/attribute_select_ep100175_1.mp4
